YEAR,Month,Location,Transect,Date.of.Data.Collection.,Date,Depth(m),X.of.benth.points,X.of.subst.points,Analysis.by,Date.of.Analysis,Processing,Transect.Type,Method,Cycloceris.curvata..CCUR....coral,Diaseris.distorta..DDIS....coral,Gardineroseris.planulata..GPLA....coral,Gpla_BL,Leptoseris.scabra..LSCA....coral,Pavona.chiriquiensis..PCHI....coral,Pavona.clavus..PCLA....coral,Pavona.gigantea..PGIG....coral,Pgig_BL,Pavona.maldivensis..PMAL....coral,Pavona.varians..PVAR....coral,Pvar_BL,Pvar_Pale,Pavona.spp..PAVO....coral,Porites.lobata..PLOB....coral,Porites.panamensis..PPAN....coral,Ppan_BL,Psammocora.stellata..PSTE....coral,Psammocora.superficialis..PSUP....coral,Psammocora.spp..PSAM....coral,Pocillopora.capitata..PCAP....coral,Pocillopora.damicornis..PDAM....coral,Pdam_BL,Pdam_Pale,Pocillopora.effusus..PEFF....coral,Pocillopora.elegans..PELE....coral,Pele_BL,Pele_Pale,Pocillopora.eydouxi..PEYD....coral,Pocillopora.inflata..PINF....coral,Pocillopora.ligulata..PLIG....coral,Pocillopora.meandrina..PMEA....coral,Pocillopora.verrucosa..PVER....coral,Pocillopora.woodjonesi..PWOO....coral,Pocillopora.spp..POCI....coral,RecMort,Millepora.intricata..MINT....coral,Mint_BL,Millepora.platyphilla..MPLA....coral,Mpla_BL,Astrangia.browni..ABRO....aherm,Astrangia.equatorialis..AEQU....aherm,Caryophyllia.sp...CARYSPP....aherm,Cladopsammia.eguchii..CEGU....aherm,Cladopsammia.gracilis..CGRA....aherm,Culicia.stellata..CSTE....aherm,Oulangia.bradleyi..OBRA....aherm,Phyllangia.consagensis..PCON....aherm,Polycyathus.isabela..PISA....aherm,Rhizopsammia.verrilli..RVER....aherm,Rhizopsammia.wellingtoni..RWEL....aherm,Tubastraea.coccinea..TCOC....aherm,Tubastraea.faulkneri..TFAU....aherm,Tubastraea.floreana..TFLO....aherm,Tubastraea.tagusensis..TTAG....aherm,BLCHCoral,Coral..C.,Gorgonian..GO....go,Zoanthids..ZO....zo,Sponge..SPO....spo,Antipathes.galapagensis..AGAL....bcoral,Myriopathes.panamensis..MPAN....bcoral,Balanus..BALA....O,Algmt,AlgRub,Caulerpa..CAUL....maca,Caulerpa_Feather.CSER.,Caulerpa_Grape.CRAC.,Coralline.Algae..CALG....calg,Filamentous.Cyanobacteria..FLCY....maca,Laurencia,Macroalgae..MACA....maca,Peysonnelia,Turf,Other.Organism..O.,Dead.coral.w..turf.algae..DCA....dca,Dead.Frame,DAMFR,Boulder..B.,Sand.Sediment..S.,Rubble..R.,Pavement..P.,Unknown..UNK.,NA.LOSS,Tape.edge,Wand,Shadow,Pocillopora,Other_scleractinians,Millepora,Algae,Substrate,OtherOg,SUM_Raw,Sum_subTotals,All_Corals,Massive,DataID
1983,Mar,UvRf-Chains,I,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0.273972602739726,0,0,0,0,0.684931506849315,0,0,0,0,0.273972602739726,5.2054794520548,0,0,0,7.80821917808219,0,0,0,0,0,0,0,0,0,0,0,0,4.24657534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,81.5068493150685,0,0,0,0,0,0,13.2876712328767,0.958904109589041,4.24657534246575,0,81.5068493150685,0,100,100,18.49,0.958904109589041,UvRf-Chains I
1983,Mar,UvRf-Chains,II,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41530054644809,0,0,0,6.69398907103825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,89.8907103825137,0,0,0,0,0,0,10.1092896174863,0,0,0,89.8907103825137,0,100,100,10.11,0,UvRf-Chains II
1983,Mar,UvRf-Chains,III,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547945205479452,0,0,0,0,0.958904109589041,1.23287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273972602739726,0,1.91780821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,95.0684931506849,0,0,0,0,0,0,2.19178082191781,0.547945205479452,2.19178082191781,0,95.0684931506849,0,100,100,4.93,0.547945205479452,UvRf-Chains III
1983,Mar,UvRf-Chains,IV,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82094081942337,8.49772382397572,0,0,0,1.82094081942337,0,0,0,0,0,0,0,0,0,0,0.303490136570561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,87.556904400607,0,0,0,0,0,0,12.1396054628225,0,0.303490136570561,0,87.556904400607,0,100,100,12.44,0,UvRf-Chains IV
1983,Mar,UvRf-Chains,IX,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79452054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,95.2054794520548,0,0,0,0,0,0,4.79452054794521,0,0,0,95.2054794520548,0,100,100,4.79,0,UvRf-Chains IX
1983,Mar,UvRf-Chains,V,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24657534246575,8.08219178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,87.6712328767123,0,0,0,0,0,0,12.3287671232877,0,0,0,87.6712328767123,0,100,100,12.33,0,UvRf-Chains V
1983,Mar,UvRf-Chains,VI,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410958904109589,0,0,0,0,0,12.6027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,86.986301369863,0,0,0,0,0,0,12.6027397260274,0.410958904109589,0,0,86.986301369863,0,100,100,13.01,0.410958904109589,UvRf-Chains VI
1983,Mar,UvRf-Chains,VII,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273972602739726,0,0,0,0,0,0.273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,99.4520547945205,0,0,0,0,0,0,0.273972602739726,0.273972602739726,0,0,99.4520547945205,0,100,100,0.55,0.273972602739726,UvRf-Chains VII
1983,Mar,UvRf-Chains,VIII,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94520547945206,0,0,0,1.78082191780822,0,0,0,0,0,0,0,0,0,0,0.273972602739726,0,0.273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,89.7260273972603,0,0,0,0,0,0,9.72602739726027,0,0.547945205479452,0,89.7260273972603,0,100,100,10.27,0,UvRf-Chains VIII
1983,Mar,UvRf-Chains,X,03/18/83,1983-03-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410958904109589,18.4931506849315,0,0,4.93150684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,76.1643835616438,0,0,0,0,0,0,23.8356164383562,0,0,0,76.1643835616438,0,100,100,23.84,0,UvRf-Chains X
1983,Apr,UvRf-Chains,I,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79452054794521,0,0,0,7.53424657534247,0,0,0,0,0,0,0,0,6.16438356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,81.5068493150685,0,0,0,0,0,0,12.3287671232877,0,0,0,87.6712328767123,0,100,100,12.33,0,UvRf-Chains I
1983,Apr,UvRf-Chains,II,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956284153005464,0,0,0,4.23497267759563,0,0,0,0,0,0,0,0,4.91803278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,89.8907103825137,0,0,0,0,0,0,5.19125683060109,0,0,0,94.8087431693989,0,100,100,5.19,0,UvRf-Chains II
1983,Apr,UvRf-Chains,III,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97260273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,95.0684931506849,0,0,0,0,0,0,0.958904109589041,0,0,0,99.041095890411,0,100,100,0.96,0,UvRf-Chains III
1983,Apr,UvRf-Chains,IV,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82094081942337,8.49772382397572,0,0,0,1.82094081942337,0,0,0,0,0,0,0,0,0.303490136570561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,87.556904400607,0,0,0,0,0,0,12.1396054628225,0,0,0,87.8603945371775,0,100,100,12.14,0,UvRf-Chains IV
1983,Apr,UvRf-Chains,IX,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79452054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,95.2054794520548,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains IX
1983,Apr,UvRf-Chains,V,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24657534246575,8.08219178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,87.6712328767123,0,0,0,0,0,0,12.3287671232877,0,0,0,87.6712328767123,0,100,100,12.33,0,UvRf-Chains V
1983,Apr,UvRf-Chains,VI,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,86.986301369863,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains VI
1983,Apr,UvRf-Chains,VII,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,99.4520547945205,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains VII
1983,Apr,UvRf-Chains,VIII,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65753424657534,0,0,0,0,0,0,0,0,0,0,0,0,5.61643835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,89.7260273972603,0,0,0,0,0,0,4.65753424657534,0,0,0,95.3424657534247,0,100,100,4.66,0,UvRf-Chains VIII
1983,Apr,UvRf-Chains,X,04/26/83,1983-04-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410958904109589,18.4931506849315,0,0,4.93150684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,76.1643835616438,0,0,0,0,0,0,23.8356164383562,0,0,0,76.1643835616438,0,100,100,23.84,0,UvRf-Chains X
1983,Oct,UvRf-Chains,I,10/29/83,1983-10-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains I
1983,Oct,UvRf-Chains,II,10/29/83,1983-10-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains II
1983,Oct,UvRf-Chains,III,10/29/83,1983-10-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains III
1983,Oct,UvRf-Chains,IV,10/29/83,1983-10-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49013657056146,0,0,0,0.758725341426404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,95.7511380880121,0,0,0,0,0,0,4.24886191198786,0,0,0,95.7511380880121,0,100,100,4.25,0,UvRf-Chains IV
1983,Oct,UvRf-Chains,IX,10/29/83,1983-10-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,UvRf-Chains IX
